----------------------------------------------------------------------------------------------------,,,,,,,,
Accel-Sim-build,,,,,,,,
RTX2060-SASS-accel-16c3068-gpgpu-6ad461a,101376,18217,83457,86,86,9624,110761,1571,64025.6
RTX2060-SASS-accel-8f124d9-gpgpu-99b5997,145452,14388,178727,104,104,10156,109431,1784,85351.2
RTX2060-SASS-accel-7a31963-gpgpu-84c4f46,139392,16135,150543,109,109,10020,142368,1737,88741.7
RTX2060-SASS-accel-a8c1d6d-gpgpu-84c4f46,176074,19143,149394,116,116,10628,120894,1610,72421.2
RTX2060-SASS-accel-000be7f-gpgpu-e466afb,145452,14207,174738,102,102,9559,103479,1737,84495.9
RTX2060-SASS-accel-1cb6168-gpgpu-d38b300,133816,15472,135907,97,97,8850,95646,1650,72091.7
RTX2060-SASS-accel-a9305c5-gpgpu-d38b300,133816,16135,135437,104,104,9624,98982,1500,72190.6
RTX2060-SASS-accel-5b93243-gpgpu-d38b300,145452,12982,134045,97,97,8801,74846,1435,66853.5
RTX2060-SASS-accel-5745567-gpgpu-d38b300,133816,16369,132234,91,91,8572,73919,1500,70607.8
RTX2060-SASS-accel-8d1cf8e-gpgpu-d38b300,139392,14207,193769,95,95,8808,83673,1692,77539.2
RTX2060-SASS-accel-17f819f-gpgpu-d38b300,133816,13526,151125,90,90,10499,73480,1650,76104.7
RTX2060-SASS-accel-052e574-gpgpu-d38b300,133816,15263,135907,99,99,8977,78942,1467,78034.2
RTX2060-SASS-accel-b78bf0c-gpgpu-1d39b6f,139392,20350,155322,95,95,8760,93025,1692,73191.4
RTX2060-SASS-accel-5a776a7-gpgpu-13c6711,145452,13526,145506,91,91,9534,76771,2129,63605.5
RTX2060-SASS-accel-2390972-gpgpu-13c6711,139392,15578,138799,118,118,9575,76976,1650,68998.2
RTX2060-SASS-accel-a3cf331-gpgpu-13c6711,133816,16369,186387,103,103,9367,121232,1610,81747.9
RTX2060-SASS-accel-7442333-gpgpu-13c6711,145452,13774,139293,117,117,9905,84696,1535,75540.9
RTX2060-SASS-accel-4f07904-gpgpu-74cdacd,133816,14030,159111,130,130,10578,120222,1650,54958.4

----------------------------------------------------------------------------------------------------,,,,,,,,
gpgpu_simulation_rate\s+=\s+(.*)\s+\(cycle\/sec\),,,,,,,,
CFG,l1_bw_32f/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_bw_64f/NO_ARGS--_Z5l1_bwPjS_PdS0_--0,l1_bw_128/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,mem_lat/NO_ARGS--_Z7mem_latPjS_PmS0_--0,shared_bw/NO_ARGS--_Z9shared_bwPjS_Pf--0,shared_lat/NO_ARGS--_Z10shared_latPjS_Pmj--0,AV--VG
RTX2060-SASS-accel-f677b74-gpgpu-deb5eb5,NA,NA,NA,2562,2562,NA,NA,NA,2079.4
RTX2060-SASS-accel-c366657-gpgpu-deb5eb5,NA,NA,NA,2587,2587,NA,NA,NA,2163.7
RTX2060-SASS-accel-a72607f-gpgpu-deb5eb5,NA,NA,NA,2658,2658,NA,NA,NA,2285.1
RTX2060-SASS-accel-4dbd5b1-gpgpu-deb5eb5,NA,NA,NA,2769,2769,NA,NA,NA,2122.6
RTX2060-SASS-accel-60ad810-gpgpu-deb5eb5,NA,NA,NA,2658,2658,NA,NA,NA,2270.6
RTX2060-SASS-accel-0ce7699-gpgpu-deb5eb5,NA,NA,NA,2496,2496,NA,NA,NA,2400.0
RTX2060-SASS-accel-6812c12-gpgpu-deb5eb5,2102,NA,2047,2484,2484,2623,2962,2468,2132.9
RTX2060-SASS-accel-31082a4-gpgpu-1ee03f0,2282,NA,2064,2682,2682,2491,4067,2324,2244.2
RTX2060-SASS-accel-28e2777-gpgpu-1ee03f0,2008,NA,2072,2662,2662,2501,4120,2469,2181.6
RTX2060-SASS-accel-10dc9a0-gpgpu-1ee03f0,2091,NA,2072,2702,2702,2523,3302,2469,2200.1
RTX2060-SASS-accel-9719269-gpgpu-c51350d,2282,NA,2056,2668,2668,2509,4113,2394,2204.6
RTX2060-SASS-accel-6b6f836-gpgpu-585dcf5,2101,NA,2795,2546,2546,2456,3011,2488,2109.4
RTX2060-SASS-accel-252e8c4-gpgpu-585dcf5,2283,NA,2378,2552,2552,2512,3120,2569,2189.2
RTX2060-SASS-accel-a4e0907-gpgpu-6c9e13d,2166,NA,2233,2775,2775,2688,3927,2635,2213.4
RTX2060-SASS-accel-fea3381-gpgpu-6ad461a,2712,NA,1707,2685,2685,2457,3247,2555,2101.8
RTX2060-SASS-accel-16c3068-gpgpu-6ad461a,1597,2598,1680,2639,2639,2398,3156,2433,1998.2
RTX2060-SASS-accel-8f124d9-gpgpu-99b5997,2101,2396,2542,2518,2518,2531,3076,2620,2239.6
RTX2060-SASS-accel-7a31963-gpgpu-84c4f46,2014,2687,2141,2644,2644,2497,4004,2551,2293.4
RTX2060-SASS-accel-a8c1d6d-gpgpu-84c4f46,2524,3188,2125,2816,2816,2648,3398,2364,2148.1
RTX2060-SASS-accel-000be7f-gpgpu-e466afb,2098,2301,2484,2471,2471,2382,2910,2551,2158.9
RTX2060-SASS-accel-1cb6168-gpgpu-d38b300,1941,2517,1929,2360,2360,2205,2689,2424,1968.6
RTX2060-SASS-accel-a9305c5-gpgpu-d38b300,1936,2657,1922,2523,2523,2399,2782,2203,1962.7
RTX2060-SASS-accel-5b93243-gpgpu-d38b300,2089,2072,1902,2360,2360,2193,2103,2107,1831.2
RTX2060-SASS-accel-5745567-gpgpu-d38b300,1922,2613,1877,2206,2206,2136,2077,2203,1898.6
RTX2060-SASS-accel-8d1cf8e-gpgpu-d38b300,2017,2290,2750,2293,2293,2195,2352,2486,2006.3
RTX2060-SASS-accel-17f819f-gpgpu-d38b300,1942,2156,2149,2178,2178,2617,2066,2424,2001.8
RTX2060-SASS-accel-052e574-gpgpu-d38b300,1936,2489,1929,2393,2393,2237,2218,2154,1976.8
RTX2060-SASS-accel-b78bf0c-gpgpu-1d39b6f,2013,3354,2206,2293,2293,2182,2602,2486,2069.1
RTX2060-SASS-accel-5a776a7-gpgpu-13c6711,2075,2141,2050,2218,2218,2376,2151,3127,1832.1
RTX2060-SASS-accel-2390972-gpgpu-13c6711,1994,2466,1957,2863,2863,2387,2156,2424,2020.0
RTX2060-SASS-accel-a3cf331-gpgpu-13c6711,1919,2591,2627,2508,2508,2335,3396,2364,2158.3
RTX2060-SASS-accel-7442333-gpgpu-13c6711,2096,2180,1963,2843,2843,2469,2373,2254,2067.6
RTX2060-SASS-accel-4f07904-gpgpu-74cdacd,1910,2221,2241,3138,3138,2637,3369,2424,2634.8

----------------------------------------------------------------------------------------------------,,,,,,,,
gpgpu_silicon_slowdown\s*=\s*(.*)x,,,,,,,,
CFG,l1_bw_32f/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_bw_64f/NO_ARGS--_Z5l1_bwPjS_PdS0_--0,l1_bw_128/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,mem_lat/NO_ARGS--_Z7mem_latPjS_PmS0_--0,shared_bw/NO_ARGS--_Z9shared_bwPjS_Pf--0,shared_lat/NO_ARGS--_Z10shared_latPjS_Pmj--0,AV--VG
RTX2060-SASS-accel-f677b74-gpgpu-deb5eb5,NA,NA,NA,532786,532786,NA,NA,NA,801912.7
RTX2060-SASS-accel-c366657-gpgpu-deb5eb5,NA,NA,NA,527638,527638,NA,NA,NA,781120.4
RTX2060-SASS-accel-a72607f-gpgpu-deb5eb5,NA,NA,NA,513544,513544,NA,NA,NA,757415.7
RTX2060-SASS-accel-4dbd5b1-gpgpu-deb5eb5,NA,NA,NA,492957,492957,NA,NA,NA,865417.3
RTX2060-SASS-accel-60ad810-gpgpu-deb5eb5,NA,NA,NA,513544,513544,NA,NA,NA,761045.2
RTX2060-SASS-accel-0ce7699-gpgpu-deb5eb5,NA,NA,NA,546875,546875,NA,NA,NA,570652.0
RTX2060-SASS-accel-6812c12-gpgpu-deb5eb5,649381,NA,666829,549516,549516,520396,460837,553079,838760.8
RTX2060-SASS-accel-31082a4-gpgpu-1ee03f0,598159,NA,661337,508948,508948,547972,335628,587349,826197.0
RTX2060-SASS-accel-28e2777-gpgpu-1ee03f0,679780,NA,658783,512772,512772,545781,331310,552855,809657.6
RTX2060-SASS-accel-10dc9a0-gpgpu-1ee03f0,652797,NA,658783,505181,505181,541022,413385,552855,798700.4
RTX2060-SASS-accel-9719269-gpgpu-c51350d,598159,NA,663910,511619,511619,544041,331874,570175,802885.8
RTX2060-SASS-accel-6b6f836-gpgpu-585dcf5,649690,NA,488372,536135,536135,555781,453337,548633,964663.9
RTX2060-SASS-accel-252e8c4-gpgpu-585dcf5,597897,NA,574011,534874,534874,543391,437500,531335,857240.6
RTX2060-SASS-accel-a4e0907-gpgpu-6c9e13d,630193,NA,611285,491891,491891,507812,347593,518026,894123.4
RTX2060-SASS-accel-fea3381-gpgpu-6ad461a,503318,NA,799648,508379,508379,555555,420388,534246,886225.2
RTX2060-SASS-accel-16c3068-gpgpu-6ad461a,854727,525404,812500,517241,517241,569224,432509,561035,907520.6
RTX2060-SASS-accel-8f124d9-gpgpu-99b5997,649690,569699,536978,542096,542096,539312,443758,520992,815788.6
RTX2060-SASS-accel-7a31963-gpgpu-84c4f46,677755,508001,637552,516263,516263,546655,340909,535084,791632.8
RTX2060-SASS-accel-a8c1d6d-gpgpu-84c4f46,540808,428168,642352,484730,484730,515483,401706,577411,1138236.3
RTX2060-SASS-accel-000be7f-gpgpu-e466afb,650619,593220,549516,552407,552407,573047,469072,535084,860411.0
RTX2060-SASS-accel-1cb6168-gpgpu-d38b300,703245,542312,707620,578389,578389,619047,507623,563118,927803.8
RTX2060-SASS-accel-a9305c5-gpgpu-d38b300,705061,513737,710197,541022,541022,568987,490654,619609,953956.9
RTX2060-SASS-accel-5b93243-gpgpu-d38b300,653422,658783,717665,578389,578389,622435,649072,647840,1173488.8
RTX2060-SASS-accel-5745567-gpgpu-d38b300,710197,522388,727224,618766,618766,639044,657197,619609,1021163.6
RTX2060-SASS-accel-8d1cf8e-gpgpu-d38b300,676747,596069,496363,595290,595290,621867,580357,549074,956425.5
RTX2060-SASS-accel-17f819f-gpgpu-d38b300,702883,633116,635179,626721,626721,521589,660696,563118,902194.1
RTX2060-SASS-accel-052e574-gpgpu-d38b300,705061,548413,707620,570413,570413,610192,615419,633704,860967.4
RTX2060-SASS-accel-b78bf0c-gpgpu-1d39b6f,678092,406976,618766,595290,595290,625572,524596,549074,1016127.8
RTX2060-SASS-accel-5a776a7-gpgpu-13c6711,657831,637552,665853,615419,615419,574494,634588,436520,1102225.4
RTX2060-SASS-accel-2390972-gpgpu-13c6711,684553,553527,697496,476772,476772,571847,633116,563118,1014017.3
RTX2060-SASS-accel-a3cf331-gpgpu-13c6711,711307,526823,519604,544258,544258,584582,401943,577411,814095.5
RTX2060-SASS-accel-7442333-gpgpu-13c6711,651240,626146,695364,480126,480126,552855,575221,605590,859526.9
RTX2060-SASS-accel-4f07904-gpgpu-74cdacd,714659,614588,609103,434990,434990,517633,405164,563118,536780.6

----------------------------------------------------------------------------------------------------,,,,,,,,
gpu_tot_ipc\s*=\s*(.*),,,,,,,,
CFG,l1_bw_32f/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_bw_64f/NO_ARGS--_Z5l1_bwPjS_PdS0_--0,l1_bw_128/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,l1_lat/NO_ARGS--_Z6l1_latPjS_PmS0_--0,mem_lat/NO_ARGS--_Z7mem_latPjS_PmS0_--0,shared_bw/NO_ARGS--_Z9shared_bwPjS_Pf--0,shared_lat/NO_ARGS--_Z10shared_latPjS_Pmj--0,AV--VG
RTX2060-SASS-accel-f677b74-gpgpu-deb5eb5,NA,NA,NA,0.0442,0.0442,NA,NA,NA,57.5
RTX2060-SASS-accel-c366657-gpgpu-deb5eb5,NA,NA,NA,0.0442,0.0442,NA,NA,NA,57.5
RTX2060-SASS-accel-a72607f-gpgpu-deb5eb5,NA,NA,NA,0.0442,0.0442,NA,NA,NA,57.5
RTX2060-SASS-accel-4dbd5b1-gpgpu-deb5eb5,NA,NA,NA,0.0442,0.0442,NA,NA,NA,57.5
RTX2060-SASS-accel-60ad810-gpgpu-deb5eb5,NA,NA,NA,0.0442,0.0442,NA,NA,NA,57.5
RTX2060-SASS-accel-0ce7699-gpgpu-deb5eb5,NA,NA,NA,0.0442,0.0442,NA,NA,NA,13.7
RTX2060-SASS-accel-6812c12-gpgpu-deb5eb5,81.2260,NA,75.3304,0.0442,0.0442,4.2090,38.9295,0.8351,57.5
RTX2060-SASS-accel-31082a4-gpgpu-1ee03f0,66.6363,NA,72.0943,0.0469,0.0469,4.4695,36.4052,0.8354,57.2
RTX2060-SASS-accel-28e2777-gpgpu-1ee03f0,66.6363,NA,72.0943,0.0469,0.0469,4.4695,36.4052,0.8354,57.2
RTX2060-SASS-accel-10dc9a0-gpgpu-1ee03f0,66.6363,NA,72.0943,0.0469,0.0469,4.4695,36.4052,0.8354,57.2
RTX2060-SASS-accel-9719269-gpgpu-c51350d,66.6363,NA,72.0943,0.0469,0.0469,4.4720,36.4052,0.8354,57.2
RTX2060-SASS-accel-6b6f836-gpgpu-585dcf5,63.6893,NA,70.0127,0.0467,0.0467,4.4715,35.2237,0.8289,56.0
RTX2060-SASS-accel-252e8c4-gpgpu-585dcf5,63.6893,NA,70.0127,0.0467,0.0467,4.4715,35.2237,0.8289,56.0
RTX2060-SASS-accel-a4e0907-gpgpu-6c9e13d,67.1432,NA,54.0875,0.0453,0.0453,4.5877,35.3197,0.8081,55.4
RTX2060-SASS-accel-fea3381-gpgpu-6ad461a,56.0652,NA,48.5570,0.0327,0.0327,4.0136,35.1382,0.6458,52.7
RTX2060-SASS-accel-16c3068-gpgpu-6ad461a,63.4429,7.0119,49.6552,0.0327,0.0327,4.0136,35.0935,0.6458,50.6
RTX2060-SASS-accel-8f124d9-gpgpu-99b5997,69.2115,6.0048,70.3098,0.0415,0.0415,4.0120,35.5742,0.6809,54.4
RTX2060-SASS-accel-7a31963-gpgpu-84c4f46,69.2115,6.0048,70.3098,0.0415,0.0415,4.0121,35.5490,0.6809,54.1
RTX2060-SASS-accel-a8c1d6d-gpgpu-84c4f46,69.7425,6.0048,70.3005,0.0415,0.0415,4.0125,35.5742,0.6809,54.1
RTX2060-SASS-accel-000be7f-gpgpu-e466afb,69.3090,6.1723,70.3317,0.0415,0.0415,4.0121,35.5510,0.6809,54.2
RTX2060-SASS-accel-1cb6168-gpgpu-d38b300,68.9221,6.1469,70.4405,0.0415,0.0415,4.0120,35.5598,0.6809,54.4
RTX2060-SASS-accel-a9305c5-gpgpu-d38b300,69.0872,6.0708,70.4405,0.0415,0.0415,4.0119,35.5703,0.6809,54.4
RTX2060-SASS-accel-5b93243-gpgpu-d38b300,69.6061,6.2643,70.4405,0.0415,0.0415,4.0125,35.5791,0.6809,54.5
RTX2060-SASS-accel-5745567-gpgpu-d38b300,69.6061,6.2643,70.4405,0.0415,0.0415,4.0123,35.5766,0.6809,54.4
RTX2060-SASS-accel-8d1cf8e-gpgpu-d38b300,69.0872,6.2023,70.4405,0.0415,0.0415,4.0120,35.5647,0.6809,54.4
RTX2060-SASS-accel-17f819f-gpgpu-d38b300,68.9008,6.2714,70.3066,0.0415,0.0415,4.0117,35.5647,0.6809,54.4
RTX2060-SASS-accel-052e574-gpgpu-d38b300,69.0872,6.1312,70.4405,0.0415,0.0415,4.0126,35.5791,0.6809,54.3
RTX2060-SASS-accel-b78bf0c-gpgpu-1d39b6f,69.2402,6.0665,70.4068,0.0415,0.0415,4.0134,35.7432,0.6809,54.4
RTX2060-SASS-accel-5a776a7-gpgpu-13c6711,70.0903,6.3161,70.9448,0.0415,0.0415,4.0114,35.6795,0.6809,54.6
RTX2060-SASS-accel-2390972-gpgpu-13c6711,69.9057,6.3161,70.9142,0.0415,0.0415,4.0113,35.6916,0.6809,54.5
RTX2060-SASS-accel-a3cf331-gpgpu-13c6711,69.7251,6.3161,70.9448,0.0415,0.0415,4.0111,35.6901,0.6809,54.5
RTX2060-SASS-accel-7442333-gpgpu-13c6711,69.3910,6.3161,70.9448,0.0415,0.0415,4.0115,35.6916,0.6809,54.6
RTX2060-SASS-accel-4f07904-gpgpu-74cdacd,70.0418,6.3161,70.9976,0.0415,0.0415,4.0112,35.6844,0.6809,23.5

